audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_A8D186E308,2022-11-23 03:09:56,manual_override,alert,ALERT_5F81FDB069,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Los Angeles, CA. escalate"
AUDIT_08EE816161,2024-08-06 10:03:53,manual_override,alert,ALERT_5DC3424C66,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $16207.67 - deny
AUDIT_BC7DECA211,2022-01-09 00:17:53,manual_override,alert,ALERT_A6D92F3CD4,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Dallas, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_05DEEF50F1,2024-01-21 10:50:46,manual_override,alert,ALERT_9E3038CDDF,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_DC10B19E39,2024-03-21 05:17:33,manual_override,alert,ALERT_CB7A87043C,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Cryptocurrency - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_229AF411C2,2024-08-24 05:34:04,manual_override,alert,ALERT_D7886D5709,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_F26C74E3FE,2025-01-25 09:08:00,manual_override,alert,ALERT_ED6CD7C0A7,David Kim,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $540.96 - deny
AUDIT_5351210F57,2024-05-26 19:56:10,manual_override,alert,ALERT_396B95344A,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_B1815EFD54,2022-05-26 14:08:46,manual_override,alert,ALERT_358D763C0F,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Tehran, Iran. escalate"
AUDIT_79E9356BE8,2024-01-29 13:19:55,manual_override,alert,ALERT_3F6DF67DD7,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.816 reviewed. deny
AUDIT_12C4B88579,2022-09-21 01:44:01,manual_override,alert,ALERT_E458EABB95,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 0.966 reviewed. deny
AUDIT_6156EC8127,2023-08-19 04:44:41,manual_override,alert,ALERT_DE2F540C79,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Pyongyang, North Korea. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_BD05978C1F,2022-02-01 22:29:48,manual_override,alert,ALERT_0FF926611A,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: New York, NY. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_7BE3BF5D36,2023-10-31 11:26:55,manual_override,alert,ALERT_99E766F641,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.788 reviewed. deny
AUDIT_7B773513C0,2025-07-29 21:50:37,manual_override,alert,ALERT_92FD716362,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: Austin, TX. deny"
AUDIT_958CF21FA5,2024-06-18 04:10:05,manual_override,alert,ALERT_D1B72D801F,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.957 reviewed. deny
AUDIT_8955CDAFF0,2025-07-13 20:27:05,manual_override,alert,ALERT_159DB55F6F,Sarah Chen,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gambling - deny
AUDIT_7C4C92AAF6,2022-03-17 19:16:49,manual_override,alert,ALERT_1264E6AF61,William Taylor,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_33834FCF1B,2023-01-25 20:12:18,manual_override,alert,ALERT_5CB4EF65BF,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $41789.96 - escalate
AUDIT_760DD79877,2022-04-21 17:43:29,manual_override,alert,ALERT_163CC94FA5,William Taylor,Manual decision: deny,auto_flag,deny,"Location check performed: San Antonio, TX. deny"
AUDIT_5933491663,2025-04-05 07:12:23,manual_override,alert,ALERT_AF00A2A828,David Kim,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Gambling - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_EE94DF42DC,2024-08-26 12:56:18,manual_override,alert,ALERT_3F05FB4737,James Wilson,Manual decision: deny,auto_flag,deny,Risk score 0.929 reviewed. deny
AUDIT_0350AF28BA,2025-07-27 12:05:38,manual_override,alert,ALERT_58D56C92C0,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_75090F716B,2025-10-17 08:11:55,manual_override,alert,ALERT_D46990EA73,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: San Jose, CA. deny"
AUDIT_4001E1A327,2024-08-29 13:49:48,manual_override,alert,ALERT_8A085963F8,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2920.05 - escalate
AUDIT_6EBF96EA5B,2023-10-29 19:05:45,manual_override,alert,ALERT_B214FD1262,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $4585.70 - escalate
AUDIT_E56FACF851,2025-04-02 11:41:47,manual_override,alert,ALERT_FC4DB96969,Lisa Anderson,Manual decision: deny,auto_flag,deny,Reviewed transaction for ATM Withdrawal - deny
AUDIT_7CBDA3760E,2023-05-14 19:32:31,manual_override,alert,ALERT_3104682B56,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $22986.41 - escalate
AUDIT_CE2F6244E9,2023-05-10 22:48:51,manual_override,alert,ALERT_B71F9D2B13,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.790 reviewed. deny
AUDIT_F35457AB28,2023-10-09 04:38:50,manual_override,alert,ALERT_AB65430220,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Grocery - deny
AUDIT_73D14CCBEA,2022-03-21 20:41:55,manual_override,alert,ALERT_4F9BDD0D74,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Risk score 0.604 reviewed. escalate
AUDIT_44C848EB4C,2022-01-04 15:41:23,manual_override,alert,ALERT_8398A55DC1,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_21E666981C,2023-09-18 18:38:16,manual_override,alert,ALERT_448385E137,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_55C9FFC156,2022-03-10 17:03:12,manual_override,alert,ALERT_7BE4D29214,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $15805.01 - escalate
AUDIT_B7310EBF31,2022-03-06 06:54:21,manual_override,alert,ALERT_29AAC7B2EE,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Chicago, IL. deny"
AUDIT_8D6A7CF837,2024-02-10 11:06:38,manual_override,alert,ALERT_CE5B836A18,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $4663.46 - deny
AUDIT_BA3251D357,2023-12-05 22:58:47,manual_override,alert,ALERT_73F7041ECC,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $891.43 - escalate
AUDIT_6273FDE127,2024-08-03 00:59:57,manual_override,alert,ALERT_1BBA96A33A,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.947 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_03C12A0F75,2025-08-25 15:00:49,manual_override,alert,ALERT_E370A95407,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Moscow, Russia. escalate"
AUDIT_9C022C9E84,2023-06-09 18:11:46,manual_override,alert,ALERT_C334E57794,Sarah Chen,Manual decision: escalate,auto_flag,escalate,"Location check performed: Houston, TX. escalate"
AUDIT_8A2F27BFDF,2023-04-03 01:49:35,manual_override,alert,ALERT_F4CD4BA58B,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.950 reviewed. escalate
AUDIT_40E9BF4F27,2025-02-26 07:44:39,manual_override,alert,ALERT_47FCAEC514,Emily Thompson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $40527.90 - deny
AUDIT_747FEEE445,2024-01-12 16:25:50,manual_override,alert,ALERT_5734DC65C4,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_54D9E49195,2025-05-28 09:56:01,manual_override,alert,ALERT_E898A2AD79,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_41916E50B4,2025-02-16 09:08:15,manual_override,alert,ALERT_DE8263123A,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_CAB46B9B4D,2025-01-02 04:30:29,manual_override,alert,ALERT_555BD5F818,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.768 reviewed. escalate
AUDIT_B70B940085,2025-06-14 13:57:09,manual_override,alert,ALERT_A98C502E4F,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.817 reviewed. escalate
AUDIT_7D3009EDDE,2023-02-06 17:31:58,manual_override,alert,ALERT_147116DB63,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $71301.70 - escalate
AUDIT_7EA490B950,2023-07-07 07:22:54,manual_override,alert,ALERT_06E814CBBE,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $432.03 - escalate
AUDIT_D128F4FDF0,2023-09-02 13:13:13,manual_override,alert,ALERT_920B8BA2AF,David Kim,Manual decision: escalate,auto_flag,escalate,Risk score 0.680 reviewed. escalate
AUDIT_B64A67B576,2025-02-04 18:00:41,manual_override,alert,ALERT_219EF10FCC,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Healthcare - escalate
AUDIT_854C6AF0FD,2023-12-18 09:47:39,manual_override,alert,ALERT_C6E7355F75,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_DB27226C07,2023-07-28 08:04:56,manual_override,alert,ALERT_9A0110FF24,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.740 reviewed. escalate
AUDIT_7A3FAEA9B9,2025-09-22 03:29:29,manual_override,alert,ALERT_5022FF09F3,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_6E5653D428,2023-12-31 01:21:37,manual_override,alert,ALERT_CB3E185B29,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $18191.75 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_DD946B3313,2022-07-12 03:47:14,manual_override,alert,ALERT_6B1E724584,Jessica Martinez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gas Station - deny
AUDIT_EA92B4257E,2022-06-23 10:05:50,manual_override,alert,ALERT_62717D0483,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_90C0AC571B,2022-07-13 16:59:01,manual_override,alert,ALERT_27AA755347,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Risk score 0.771 reviewed. escalate
AUDIT_F3491B9FF9,2024-01-24 02:39:48,manual_override,alert,ALERT_34398CEE21,Sarah Chen,Manual decision: escalate,auto_flag,escalate,"Location check performed: Chicago, IL. escalate"
AUDIT_78FA90DA07,2024-02-11 14:25:47,manual_override,alert,ALERT_FF53E8CD5E,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Online Shopping - escalate
AUDIT_87DCF3C8C9,2023-06-15 14:24:31,manual_override,alert,ALERT_335F346B49,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_0948BCF3BC,2024-05-22 16:09:54,manual_override,alert,ALERT_082592A5C9,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Entertainment - escalate
AUDIT_FDBBC6F7CB,2025-10-19 08:03:13,manual_override,alert,ALERT_2DB6EA6917,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_83B93B9B36,2024-03-09 15:19:58,manual_override,alert,ALERT_7DA06DE5BC,Robert Johnson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $95857.33 - escalate
AUDIT_54B021A940,2023-09-03 15:20:55,manual_override,alert,ALERT_3F3B719150,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_9542BAF70D,2023-08-01 12:53:59,manual_override,alert,ALERT_E8E6985425,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Columbus, OH. deny"
AUDIT_D6B9836EBA,2023-07-06 04:37:07,manual_override,alert,ALERT_32ECF8D620,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Charlotte, NC. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_2CD35A22B1,2022-02-25 11:41:17,manual_override,alert,ALERT_4E049F86E6,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $11919.63 - escalate
AUDIT_F389A9E99A,2023-05-12 23:27:12,manual_override,alert,ALERT_EB43BF6433,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.841 reviewed. deny
AUDIT_059D3A2463,2024-05-19 05:49:21,manual_override,alert,ALERT_DB9AE6796A,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.907 reviewed. deny
AUDIT_ADD2948B4B,2023-03-07 01:37:09,manual_override,alert,ALERT_24162B9CB2,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $59761.72 - escalate
AUDIT_86BA348ABA,2025-03-13 05:42:27,manual_override,alert,ALERT_30C0735EEE,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Risk score 0.646 reviewed. escalate
AUDIT_C42215A1B0,2023-07-15 19:40:29,manual_override,alert,ALERT_05EC45C3A5,Maria Garcia,Manual decision: deny,auto_flag,deny,Risk score 0.782 reviewed. deny
AUDIT_04236B8A73,2025-09-17 09:55:09,manual_override,alert,ALERT_8F57BBBF95,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_409FB19F80,2024-05-16 22:31:04,manual_override,alert,ALERT_FE7AD663DF,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Utilities - escalate
AUDIT_18420461F8,2024-05-02 06:02:50,manual_override,alert,ALERT_1B06CBED0A,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_9A98C17107,2023-02-10 01:57:25,manual_override,alert,ALERT_72AA92D0D3,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Insurance - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_F16A52AA29,2022-01-18 12:49:34,manual_override,alert,ALERT_9FDC42A6E3,William Taylor,Manual decision: escalate,auto_flag,escalate,"Location check performed: Moscow, Russia. escalate"
AUDIT_7642D58DAE,2025-06-17 09:44:13,manual_override,alert,ALERT_A81EA409D0,James Wilson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Austin, TX. escalate"
AUDIT_246C5E7A31,2023-07-28 21:22:39,manual_override,alert,ALERT_81A0560646,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: San Francisco, CA. deny"
AUDIT_E4C3EAD7A7,2024-05-18 09:22:50,manual_override,alert,ALERT_715440AB4C,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $607.30 - escalate
AUDIT_62C89C8BA6,2024-01-04 05:49:11,manual_override,alert,ALERT_AA27077F2E,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_E1E8C7AF6B,2025-08-14 12:47:58,manual_override,alert,ALERT_30CBC35BB0,James Wilson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Healthcare - deny
AUDIT_66ACA99B97,2023-08-13 23:48:58,manual_override,alert,ALERT_7A5F3672FE,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.781 reviewed. deny
AUDIT_712B01CA2D,2022-09-27 23:30:49,manual_override,alert,ALERT_4EA289A894,Sarah Chen,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $2901.39 - deny
AUDIT_8C9D6E8683,2022-10-15 07:17:27,manual_override,alert,ALERT_5BA6251F77,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Risk score 0.776 reviewed. deny
AUDIT_5530111F7B,2025-07-08 05:34:06,manual_override,alert,ALERT_CEC3396B22,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_CED65688A8,2025-10-21 11:43:29,manual_override,alert,ALERT_7575AFB600,James Wilson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_48D978D442,2025-03-08 08:16:20,manual_override,alert,ALERT_C69463C875,William Taylor,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $93679.88 - deny
AUDIT_6406011B25,2025-02-20 11:03:47,manual_override,alert,ALERT_BA0C8A153F,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $50760.07 - escalate
AUDIT_A4012A457D,2022-03-30 11:13:37,manual_override,alert,ALERT_92D0D8CA99,Jessica Martinez,Manual decision: deny,auto_flag,deny,"Location check performed: Tehran, Iran. deny"
AUDIT_57E2FD6F1B,2022-08-25 09:14:43,manual_override,alert,ALERT_A3599EAB13,James Wilson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $59680.16 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_DAF07F3CCA,2024-10-11 13:21:54,manual_override,alert,ALERT_EB33923409,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.703 reviewed. escalate
AUDIT_40F89926B9,2024-07-20 11:57:48,manual_override,alert,ALERT_55DDF071A6,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Charlotte, NC. escalate"
